KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,HTetap,Mst,StMin,StMax,StAwal,StMasuk,StKeluar,Konsi,Disc,Foto,HJUAL2,HJUAL3,MARKUP2,MARKUP3,QTY2,QTY3
'0095,'0095,HANSAPLAS,NULL,NULL,300,300,1500,400,N,N,0,0,0,200,116,N,0,NULL,0,0,0,0,0,0
'05,'05,BATERAI ABC,NULL,NULL,0,0,4000,0,N,N,0,0,0,0,13,N,0,,0,0,0,0,0,0
'8851932424172,'8851932424172,MAGNUM COOKIES & CREAM,NULL,NULL,14415,14415,18000,24.86993,N,N,0,0,0,36,30,N,0,,0,0,0,0,0,0
'8992775002391,'8992775002391,GARUDA CRUNCHY,NULL,NULL,1800,1800,2500,38.88889,N,N,0,0,0,30,21,N,0,,0,0,0,0,0,0
'8996001600641,'8996001600641,TORA CAFE ICED CAPPUCINO 180ML,KOPI,COFFEE,3250,3250,5000,53.84615,N,N,0,0,0,16,16,N,0,,0,0,0,0,0,0
'8994171102101,'8994171102101,LUWAK WHITE COFFEE ORG 220ML,KOPI,COFFEE,5300,5300,7000,32.07547,N,N,0,0,0,5,5,N,0,,0,0,0,0,0,0
'8991002122017,'8991002122017,ABC KOPI SUSU BRAZILIAN 200ML,KOPI,COFFEE,2750,2750,5000,81.81818,N,N,0,0,0,5,11,N,0,,0,0,0,0,0,0
'8991102228053,'8991102228053,TEH GELAS ORIGINAL 350ML,BTL,MINUMAN,3100,3100,5000,78.57143,N,N,0,0,0,21,2,N,0,,0,0,0,0,0,0
'8997025915148,'8997025915148,HATARI PEANUT BISCUIT 60G,C,CEMILAN,2400,2400,5000,108.33333,N,N,0,0,0,2,0,N,0,,0,0,0,0,0,0
'8997025914110,'8997025914110,HATARI VANILLA CREAM 60G,C,CEMILAN,2400,2400,5000,108.33333,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'8991001770417,'8991001770417,SELAMAT CHOCOLATE WAFFER 15G,WFR,WAFFER,700,700,1500,114.28571,N,N,0,0,0,20,11,N,0,,0,0,0,0,0,0
'8997217370557,'8997217370557,CAMEL KUNING,NULL,NULL,27000,27000,30000,11.11111,N,N,0,0,0,23,54,N,0,,0,0,0,0,0,0
'4891228305338,'4891228305338,SIMPLY LONG WEARING SPF50+,NULL,NULL,168000,168000,195000,16.07143,N,N,0,0,0,3,0,N,0,,0,0,0,0,0,0
'4891228305345,'4891228305345,SIMPLY DAILY MOISTURE SPF50+,NULL,NULL,168000,168000,195000,16.07143,N,N,0,0,0,3,2,N,0,,0,0,0,0,0,0
'079656603248,'079656603248,ROA BB SPORT SUN LOTION SPF50+,NULL,NULL,254000,254000,280000,10.23622,N,N,0,0,0,6,3,N,0,,0,0,0,0,0,0
'079656631128,'079656631128,SIMPLY PROTECT BABY LOTION SPF,NULL,NULL,215000,215000,240000,11.62791,N,N,0,0,0,3,0,N,0,,0,0,0,0,0,0
'079656631111,'079656631111,SIMPLY PROTECT KIDS LOTION 50+,NULL,NULL,215000,215000,240000,11.62791,N,N,0,0,0,3,2,N,0,,0,0,0,0,0,0
'04,'04,COKLAT GILA,NULL,NULL,29000,29000,40000,37.93103,N,N,0,0,0,13,1,N,0,,0,0,0,0,0,0
'6937643577443,'6937643577443,ELFBAR ENERGY ICE,NULL,NULL,115000,115000,165000,43.47826,N,N,0,0,0,10,25,N,0,,0,0,0,0,0,0
'6937643547347,'6937643547347,ELBAR LYCHEE ICE,NULL,NULL,115000,115000,165000,43.47826,N,N,0,0,0,10,21,N,0,,0,0,0,0,0,0
'6937643547330,'6937643547330,ELFBAR KIWI FRUIT,NULL,NULL,115000,115000,165000,43.47826,N,N,0,0,0,10,22,N,0,,0,0,0,0,0,0
'6937643547361,'6937643547361,ELFBAR SPREARMINT,NULL,NULL,115000,115000,165000,43.47826,N,N,0,0,0,5,5,N,0,,0,0,0,0,0,0
'6937643547354,'6937643547354,ELFBAR MANGGO,NULL,NULL,115000,115000,165000,43.47826,N,N,0,0,0,11,20,N,0,,0,0,0,0,0,0
'6937643547385,'6937643547385,ELFBAR WATERMELON,NULL,NULL,115000,115000,165000,43.47826,N,N,0,0,0,11,24,N,0,,0,0,0,0,0,0
'8994834000430,'8994834000430,SPIX,NULL,NULL,450,450,500,11.11111,N,N,0,0,0,140,34,N,0,,0,0,0,0,0,0
'7622201414450,'7622201414450,BISKUAT ORIGINAL 15G,NULL,NULL,900,900,1500,66.66667,N,N,0,0,0,20,2,N,0,,0,0,0,0,0,0
'089686060003,'089686060003,POP MIE RASA AYAM,NULL,NULL,4375,4375,7000,60,N,N,0,0,0,6,4,N,0,,0,0,0,0,0,0
'8998866200578,'8998866200578,MIE SEDAP KARI SPECIAL,NULL,NULL,2450,2450,3000,22.44898,N,N,0,0,0,10,13,N,0,,0,0,0,0,0,0
'0098,'0098,AQUA 500ML 1 DUS,NULL,NULL,0,0,60000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'0069,'0069,TERASI UDANG,NULL,NULL,1700,1700,3000,76.47059,N,N,0,0,0,10,4,N,0,,0,0,0,0,0,0
'8995230704151,'8995230704151,SEE U ROLL,NULL,NULL,12000,12000,18000,50,N,N,0,0,0,2,1,N,0,,0,0,0,0,0,0
'PONCO,'PONCO,JAS HUJAN PLASTIK DEWASA,NULL,NULL,9000,9000,20000,122.22222,N,N,0,0,0,46,79,N,0,,0,0,0,0,0,0
'8996006853431,'8996006853431,FRUIT TEA APPLE & BLACKCURRANT,NULL,NULL,6000,6000,8000,33.33333,N,N,0,0,0,31,17,N,0,,0,0,0,0,0,0
'8992772011013,'8992772011013,SOFFELL,NULL,NULL,500,500,2000,300,N,N,0,0,0,48,19,N,0,,0,0,0,0,0,0
'8992931019522,'8992931019522,TESSA DYNASTY 2PLY,TS,NULL,11000,11000,14000,27.27273,N,N,0,0,0,6,0,N,0,,0,0,0,0,0,0
'8997004301337,'8997004301337,OISHI IKAN BALADO 60G,SNK,SNACK,6000,6000,8000,33.33333,N,N,0,0,0,3,2,N,0,,0,0,0,0,0,0
'8886030322808,'8886030322808,YURI PORTEX UNGU 500ML,NULL,NULL,12500,12500,16000,28,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8997004301184,'8997004301184,OISHI SPICY SHRIMP 60G,NULL,NULL,6000,6000,8000,33.33333,N,N,0,0,0,9,6,N,0,,0,0,0,0,0,0
'8997004301146,'8997004301146,OISHI RIN-BEE 60G,NULL,NULL,6000,6000,8000,33.33333,N,N,0,0,0,3,0,N,0,,6000,6000,0,0,0,0
'8991002304802,'8991002304802,RELAXA CHEERY MINT 125G,NULL,NULL,5000,5000,8000,60,N,N,0,0,0,2,1,N,0,,0,0,0,0,0,0
'8991002304178,'8991002304178,RELAXA ORANGE MINT 125G,NULL,NULL,5000,5000,8000,60,N,N,0,0,0,2,0,N,0,,0,0,0,0,0,0
'8997212800325,'8997212800325,FOXS BERRIES 90G,NULL,NULL,6500,6500,8500,30.76923,N,N,0,0,0,2,1,N,0,,0,0,0,0,0,0
'8992770096227,'8992770096227,SAORI SAUS TERIYAKI 135ML,NULL,NULL,9500,9500,12000,26.31579,N,N,0,0,0,2,0,N,0,,0,0,0,0,0,0
'8992770096128,'8992770096128,SAORI SAOS TIRAM 135ML,NULL,NULL,10000,10000,12000,20,N,N,0,0,0,4,2,N,0,,0,0,0,0,0,0
'8997212800318,'8997212800318,FOXS FRUITS 30G,NULL,NULL,6500,6500,9000,38.46154,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'8997031710164,'8997031710164,OPTIMUS CHIP CHOP,NULL,NULL,850,850,1500,76.47059,N,N,0,0,0,18,22,N,0,,0,0,0,0,0,0
'8997004301665,'8997004301665,OISHI PANCHOS KEJU NACHO,NULL,NULL,11200,10957.14,14000,25,N,N,0,0,0,9,4,N,0,,0,0,0,0,0,0
'8997004301658,'8997004301658,OISHI PANCHOS SAPI PANGGANG,NULL,NULL,11200,11200,14000,25,N,N,0,0,0,9,8,N,0,,0,0,0,0,0,0
'8997004301672,'8997004301672,OISHI PANCHOS JAGUNG PEDAS,NULL,NULL,9500,9500,13000,36.84211,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8997004301108,'8997004301108,OISHI PILLOWS COKELAT 100G,NULL,NULL,9900,9740,12000,21.21212,N,N,0,0,0,6,3,N,0,,0,0,0,0,0,0
'8997004301245,'8997004301245,OISHI PILLOWS UBI,NULL,NULL,9900,9740,12000,21.21212,N,N,0,0,0,6,4,N,0,,0,0,0,0,0,0
'8992746700899,'8992746700899,CARRERA,NULL,NULL,958,958,2500,160.96033,N,N,0,0,0,12,2,N,0,,0,0,0,0,0,0
'8992775312414,'8992775312414,GERY SALUT CHOCO HAZELNUT,NULL,NULL,438,438,500,14.15525,N,N,0,0,0,24,4,N,0,,0,0,0,0,0,0
'8992838423804,'8992838423804,MINYAK ADAS LOWO,BTL,MINUMAN,17000,17000,23000,35.29412,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'089686827286,'089686827286,COCOBIT MANGGA,BTL,MINUMAN,5750,5750,8000,45.45455,N,N,0,0,3,4,4,N,0,,0,0,0,0,0,0
'089686827781,'089686827781,COCOBIT KELAPA,BTL,MINUMAN,5750,5750,8000,45.45455,N,N,0,0,3,4,5,N,0,,0,0,0,0,0,0
'6937643547316,'6937643547316,ELFBAR COLA,RK,ROKOK,115000,115000,165000,43.47826,N,N,0,0,5,2,11,N,0,,0,0,0,0,0,0
'6937643547323,'6937643547323,ELFBAR GRAPE,RK,ROKOK,115000,115000,165000,43.47826,N,N,0,0,5,2,23,N,0,,0,0,0,0,0,0
'6937643547378,'6937643547378,ELFBAR STRAWBERRY ICE CREAM,RK,ROKOK,115000,115000,165000,43.47826,N,N,0,0,5,2,20,N,0,,0,0,0,0,0,0
'6937643577450,'6937643577450,ELFBAR PEACH ICE,RK,ROKOK,115000,115000,165000,43.47826,N,N,0,0,5,2,19,N,0,,0,0,0,0,0,0
'089686590036,'089686590036,CHIKI BALLS CHEESE 10G,NULL,NULL,900,900,1500,66.66667,N,N,0,0,0,10,20,N,0,,0,0,0,0,0,0
'8991998114218,'8991998114218,CAFFINO COCONUT SUGAR,NULL,NULL,1081,1081,2000,85.01388,N,N,0,0,0,15,0,N,0,,0,0,0,0,0,0
'8991998114317,'8991998114317,CAFFINO LATTE COCONUT,NULL,NULL,1081,1081,2000,85.01388,N,N,0,0,0,15,1,N,0,,0,0,0,0,0,0
'4891228300456,'4891228300456,SCHICK SAVE GUARD 60 ML,SMP,NULL,27400,27400,35000,27.73723,N,N,0,0,6,0,4,N,0,,0,0,0,0,0,0
'079656615609,'079656615609,BB SUN COMFORT 50 SPF 90 ML,NULL,NULL,193000,193000,230000,19.17098,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'8997228610895,'8997228610895,DAEBAK SPARK BLOOD ORANGE,BTL,MINUMAN,23000,22160.37,27000,17.3913,N,N,0,0,6,18,13,N,0,,0,0,0,0,0,0
'8997228610932,'8997228610932,DAEBAK SPARK ICE LEMON TEA,BTL,MINUMAN,20721,20721,25000,20.65055,N,N,0,0,6,6,6,N,0,,0,0,0,0,0,0
'4891228530181,'4891228530181,SHICK Z,NULL,NULL,4000,4000,6000,50,N,N,0,0,0,12,9,N,0,,0,0,0,0,0,0
'4710117601217,'4710117601217,SHICK EXACTA 2,NULL,NULL,14100,14100,17000,20.56738,N,N,0,0,0,8,3,N,0,,0,0,0,0,0,0
'8997228610048,'8997228610048,DAEBAK SOJU LEMON,NULL,NULL,67500,67500,85000,25.92593,N,N,0,0,0,12,17,N,0,,0,0,0,0,0,0
'8999168211453,'8999168211453,EDGE PUNCH 12,NULL,NULL,19600,19600,22000,12.2449,N,N,0,0,0,2,1,N,0,,0,0,0,0,0,0
'8998009010590,'8998009010590,ULTRA MILK COKELAT 125ML,NULL,NULL,3000,3000,4000,33.33333,N,N,0,0,0,40,5,N,0,,0,0,0,0,0,0
'8992775001653,'8992775001653,GERY SALUT WAFER KELAPA,NULL,NULL,1667,1667,2500,49.97001,N,N,0,0,0,24,31,N,0,,0,0,0,0,0,0
'8992775001011,'8992775001011,GARY SALUT WAFER,NULL,NULL,1667,1667,2500,49.97001,N,N,0,0,0,12,10,N,0,,0,0,0,0,0,0
'079656651515,'079656651515,ULTRA PROTECT FACES 50SPF 60ML,NULL,NULL,151000,151000,175000,15.89404,N,N,0,0,0,0,-3,N,0,,0,0,0,0,0,0
'8992841228021,'8992841228021,KOPI BUBUK SETIA BALI 80G,NULL,NULL,5500,5500,8000,45.45455,N,N,0,0,0,15,9,N,0,,0,0,0,0,0,0
'90032134,'90032134,ROTI ROHESTA 235G,NULL,NULL,11000,11000,12000,9.09091,N,N,0,0,0,0,1,N,0,,0,0,0,0,0,0
'90032141,'90032141,ROTI ROHESTA SISIR 235G,NULL,NULL,10000,10000,11000,10,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'900,'900,ROTI ROHESTA COKLAT KEJU,NULL,NULL,12000,12000,13000,8.33333,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'9001,'9001,ROTI ROHESTA LIMA RASA,NULL,NULL,12000,12000,13000,8.33333,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8992770011091,'8992770011091,AJI-NO-MOTO 250G,NULL,NULL,0,0,13000,0,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8999918443509,'8999918443509,SQUARE PUFF 300G,NULL,NULL,8000,8000,12000,41.17647,N,N,0,0,0,6,7,N,0,,0,0,0,0,0,0
'8996001600610,'8996001600610,TORA CAFE ICED MILKY LATTE 180,NULL,NULL,3750,3750,6000,60,N,N,0,0,0,32,11,N,0,,0,0,0,0,0,0
'8996001600832,'8996001600832,CLOUD SEVEN MOJITO 350 ML,BTL,MINUMAN,16000,16000,20000,25,N,N,0,0,24,0,45,N,0,,0,0,0,0,0,0
'8993027164119,'8993027164119,HAPPY TOS HOT CHILLIE,NULL,NULL,9000,9000,14000,55.55556,N,N,0,0,0,13,11,N,0,,0,0,0,0,0,0
'8991001121981,'8991001121981,DELFI DAIRY MILK CHOCOLATE 25G,NULL,NULL,5580,5580,8000,43.36918,N,N,0,0,0,15,7,N,0,,0,0,0,0,0,0
'8991001260246,'8991001260246,DELFI NOCKERS 35G,NULL,NULL,6449,6449,6000,36.36364,N,N,0,0,0,48,27,N,0,,0,0,0,0,0,0
'8991001781000,'8991001781000,TWISTER THINS CHOCO 15G,NULL,NULL,1360,1360,3000,120.58824,N,N,0,0,0,12,5,N,0,,0,0,0,0,0,0
'8992775406014,'8992775406014,OKKY JELLY DRINK JERUK,NULL,NULL,1350,1350,2000,48.14815,N,N,0,0,0,96,436,N,0,,0,0,0,0,0,0
'0012,'0012,BATRAI AFTA,NULL,NULL,0,0,3000,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'8992761111670,'8992761111670,SCHWEPPES 250ML,NULL,NULL,4750,4750,7000,47.36842,N,N,0,0,0,43,65,N,0,,0,0,0,0,0,0
'8995077601484,'8995077601484,KACANG DUA KELINCI 145G,NULL,NULL,10000,10000,12000,26.31579,N,N,0,0,0,13,14,N,0,,0,0,0,0,0,0
'00591,'00591,KARET RAMBUT,NULL,NULL,4000,4000,6000,50,N,N,0,0,0,0,16,N,0,,0,0,0,0,0,0
'00592,'00592,KARET RAMBUT KECIL,NULL,NULL,750,750,2000,166.66667,N,N,0,0,0,0,7,N,0,,0,0,0,0,0,0
'00593,'00593,JEPIT RAMBUT,NULL,NULL,5000,5000,7000,40,N,N,0,0,0,12,12,N,0,,0,0,0,0,0,0
'8990800022567,'8990800022567,MENTOS GRAPE,NULL,NULL,2400,2383.33,4000,60,N,N,0,0,0,28,24,N,0,,0,0,0,0,0,0
'9556001288592,'9556001288592,NESCAFE LATTE,NULL,NULL,6250,6250,8000,28,N,N,0,0,0,14,52,N,0,,0,0,0,0,0,0
'9556001288547,'9556001288547,NESCAFE CAPPUCCINO,NULL,NULL,6250,6250,8000,28,N,N,0,0,0,8,36,N,0,,0,0,0,0,0,0
'8998009020223,'8998009020223,BUAVITA APEL 250ML,NULL,NULL,7500,7500,9000,20,N,N,0,0,0,6,6,N,0,,0,0,0,0,0,0
'8998009020216,'8998009020216,BUAVITA LECI 250ML,NULL,NULL,7375,10300,10000,35.59322,N,N,0,0,0,15,14,N,0,,0,0,0,0,0,0
'8998009011214,'8998009011214,ULTRA MILK LOW FAT COKLAT 250,NULL,NULL,6450,6450,8000,24.03101,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8997239630097,'8997239630097,ADEM SARI MADU + LEMON,NULL,NULL,5450,5450,8000,46.78899,N,N,0,0,0,8,5,N,0,,0,0,0,0,0,0
'00564,'00654,ISOLASI KERTAS,NULL,NULL,0,0,12000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'8991102883351,'8991102883351,BEER SINGARAJA 330ML,NULL,NULL,14000,14000,19000,35.71429,N,N,0,0,0,120,175,N,0,,0,0,0,0,0,0
'9556001288561,'9556001288561,NESCAFE CARAMEL MOCCHIATO 220,NULL,NULL,6000,6000,8000,33.33333,N,N,0,0,0,15,27,N,0,,0,0,0,0,0,0
'9556001295248,'9556001295248,NESCAFE ICE BLACK 220ML,NULL,NULL,6000,6000,8000,33.33333,N,N,0,0,0,19,40,N,0,,0,0,0,0,0,0
'8996001356753,'8996001356753,ASTOR 14G,NULL,NULL,917,917,1500,63.57688,N,N,0,0,0,32,16,N,0,,0,0,0,0,0,0
'00575,'00575,PAYUNG BESAR,NULL,NULL,0,0,40000,0,N,N,0,0,0,0,2,N,0,,0,0,0,0,0,0
'005487,'005487,PAYUNG KECIL,NULL,NULL,0,0,25000,0,N,N,0,0,0,0,6,N,0,,0,0,0,0,0,0
'8991002109377,'8991002109377,FRESHCO CAPPUCCINO 25G,NULL,NULL,1400,1400,2500,78.57143,N,N,0,0,0,10,9,N,0,,0,0,0,0,0,0
'8999168211422,'8999168211422,JUARA FILTER 12,NULL,NULL,23100,23100,25000,8.22511,N,N,0,0,0,9,13,N,0,,0,0,0,0,0,0
'8997168212135,'8997168212135,JUARA KRETEK,NULL,NULL,13300,13300,16000,20.30075,N,N,0,0,0,10,9,N,0,,0,0,0,0,0,0
'8997017791699,'8997017791699,WIN CLICK 20,NULL,NULL,27800,27800,30000,7.91367,N,N,0,0,0,7,11,N,0,,0,0,0,0,0,0
'8992775004562,'8992775004562,DILAN BAR 18G,NULL,NULL,1750,1750,2500,42.85714,N,N,0,0,0,12,11,N,0,,0,0,0,0,0,0
'8996001316023,'8996001316023,BONITA KELAPA PANDAN 40G,NULL,NULL,1500,1500,2500,66.66667,N,N,0,0,0,36,46,N,0,,0,0,0,0,0,0
'8993883490049,'8993883490049,GOPEK BBQ,NULL,NULL,1800,1800,2500,38.88889,N,N,0,0,0,10,31,N,0,,0,0,0,0,0,0
'7622210551733,'7622210551733,OREO RED VELVET,NULL,NULL,9000,9000,11000,22.22222,N,N,0,0,0,23,16,N,0,,0,0,0,0,0,0
'089686611519,'089686611519,QTELA ORIGINAL,NULL,NULL,5800,5800,7000,20.68966,N,N,0,0,0,7,7,N,0,,0,0,0,0,0,0
'089686723021,'089686723021,CHIKI TWIST 75G,NULL,NULL,5250,5250,7000,33.33333,N,N,0,0,0,3,2,N,0,,0,0,0,0,0,0
'8997225870841,'8997225870841,POTATOQ BBQ,NULL,NULL,1700,1700,2500,47.05882,N,N,0,0,0,20,54,N,0,,0,0,0,0,0,0
'8997225870766,'8997225870766,POTATOQ SEAWEED,NULL,NULL,1700,1700,2500,47.05882,N,N,0,0,0,20,42,N,0,,0,0,0,0,0,0
'IS,'0IS,ISI SETEPLESS,NULL,NULL,,0,1500,0,N,N,0,0,0,0,4,N,0,,0,0,0,0,0,0
'4978562418242,'4978562418242,isi safari steples,KCK,KACANG,0,0,1500,0,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'8995077600463,'8995077600463,KACANG DUA KELINCI SAND GRILLE,NULL,NULL,15900,15900,19000,19.49686,N,N,0,0,0,2,2,N,0,,0,0,0,0,0,0
'8992772586030,'8992772586030,ADEM SARI SPARKLING LEMON,NULL,NULL,5450,5450,8000,46.78899,N,N,0,0,0,0,8,N,0,,0,0,0,0,0,0
'0084,'0084,SIKAT EXSIS,NULL,NULL,3000,3000,6000,100,N,N,0,0,0,8,0,N,0,,0,0,0,0,0,0
'089686590135,'089686590135,CHIKI BALLS 10G,NULL,NULL,900,900,1500,66.66667,N,N,0,0,0,10,11,N,0,,0,0,0,0,0,0
'00874,'00874,OKKY KOKO DRINK LECI,NULL,NULL,1375,1495.53,2000,45.45455,N,N,0,0,0,24,6,N,0,,0,0,0,0,0,0
'8994834007590,'8994834007590,SPIX SOBA AYAM BAKAR,NULL,NULL,2000,2000,4000,100,N,N,0,0,0,4,0,N,0,,0,0,0,0,0,0
'8997016060802,'8997016060802,A SATU BOLD,RK,ROKOK,24500,24500,27000,10.20408,N,N,0,0,1,3,4,N,0,,0,0,0,0,0,0
'8996006862174,'8996006862174,FRUIT TEA COCO 350 ML,BTL,MINUMAN,3500,3500,5000,42.85714,N,N,0,0,12,0,1,N,0,,0,0,0,0,0,0
'8998667100206,'8998667100206,PARAMEX,NULL,NULL,3000,3000,5000,66.66667,N,N,0,0,0,5,4,N,0,,0,0,0,0,0,0
'8997004306509,'8997004306509,OISHI POPCORN KARAMEL 20G,NULL,NULL,1800,1800,3000,66.66667,N,N,0,0,0,70,20,N,0,,0,0,0,0,0,0
'8997004306516,'8997004306516,OISHI POPCORN CHOCOLATE 20G,NULL,NULL,1800,1800,3000,66.66667,N,N,0,0,0,30,25,N,0,,0,0,0,0,0,0
'8992775311622,'8992775311622,GERY SALUT COCONUT ROLL,NULL,NULL,458,458,1000,118.34061,N,N,0,0,0,24,1,N,0,,0,0,0,0,0,0
'8886013492122,'8886013492122,GORIORIO BISKUIT SUSU MADU,NULL,NULL,900,900,1500,66.66667,N,N,0,0,0,0,0,N,0,,0,0,0,0,0,0
'8999999529833,'8999999529833,CLEAR ANTI KETOMBE SASET,NULL,NULL,875,875,2000,128.57143,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'4902430563888,'4902430563888,PANTENE HITAM GLOW SASET,NULL,NULL,875,875,2000,128.57143,N,N,0,0,0,0,11,N,0,,0,0,0,0,0,0
'8999999529819,'8999999529819,CLEAR SOFT CARE SASET,NULL,NULL,875,875,2000,128.57143,N,N,0,0,0,0,10,N,0,,0,0,0,0,0,0
'4902430759229,'4902430759229,PANTENE KONDISIONER SASET,NULL,NULL,875,875,2000,128.57143,N,N,0,0,0,0,3,N,0,,0,0,0,0,0,0
'8992775406281,'8992775406281,OKKY JELLY DRINK STRAWBERRY,NULL,NULL,1375,1375,2000,45.45455,N,N,0,0,0,96,98,N,0,,0,0,0,0,0,0
'8996001600153,'8996001600153,KOPIKAP CAPPUCCINO,NULL,NULL,917,917,1500,63.57688,N,N,0,0,0,0,26,N,0,,0,0,0,0,0,0
'8992696430860,'8992696430860,KOKO KRUNCH 80G,NULL,NULL,10700,10700,13000,21.49533,N,N,0,0,0,2,0,N,0,,0,0,0,0,0,0
'8991102989381,'8991102989381,TANGO CHOCO TIRAMISU 120G,NULL,NULL,4900,4900,7000,42.85714,N,N,0,0,0,1,1,N,0,,0,0,0,0,0,0
'8998866202954,'8998866202954,GURIBEE BBQ BALADO 65G,NULL,NULL,6500,6500,8000,23.07692,N,N,0,0,0,7,3,N,0,,0,0,0,0,0,0
'8998866202978,'8998866202978,GURIBEE SEAWEED 65G,NULL,NULL,7000,7000,9000,28.57143,N,N,0,0,0,3,3,N,0,,0,0,0,0,0,0
'8997011930612,'8997011930612,LADAKU 2.5G,NULL,NULL,917,917,1500,63.57688,N,N,0,0,0,12,9,N,0,,0,0,0,0,0,0
'089686386127,'089686386127,INDOFOOD RACIK NASGOR SOSIS,NULL,NULL,1275,1275,2000,56.86275,N,N,0,0,0,12,1,N,0,,0,0,0,0,0,0
'089686386011,'089686386011,INDOFOOD RACIK NASI GORENG,NULL,NULL,1275,1275,2000,56.86275,N,N,0,0,0,12,10,N,0,,0,0,0,0,0,0
'00595,'00595,ARAK BALI,NULL,NULL,37000,37000,45000,21.62162,N,N,0,0,0,0,22,N,0,,0,0,0,0,0,0
'169622041154,'169622041154,WIJA SOJU GREEN GRAPE,NULL,NULL,61000,61000,75000,22.95082,N,N,0,0,2,0,10,N,0,,0,0,0,0,0,0
'169622033154,'169622033154,WIJA SOJU LYCHEE,NULL,NULL,61000,61000,75000,22.95082,N,N,0,0,2,0,4,N,0,,0,0,0,0,0,0
'169622031154,'169622031154,WIJA SOJU ORIGINAL,NULL,NULL,61000,61000,75000,22.95082,N,N,0,0,2,0,3,N,0,,0,0,0,0,0,0
'00051,'00051,WIJA SOJU MANGO,NULL,NULL,61000,61000,75000,22.95082,N,N,0,0,2,0,2,N,0,,0,0,0,0,0,0
'00052,'00052,WIJA SOJU MANGO,NULL,NULL,61000,61000,75000,22.95082,N,N,0,0,2,0,0,N,0,,61000,61000,0,0,0,0
'00053,'00053,WIJA SOJU LEMON,NULL,NULL,61000,61000,75000,22.95082,N,N,0,0,2,0,4,N,0,,61000,61000,0,0,0,0
'8993175551588,'8993175551588,NABATI WAFER BUTTER CARAMEL,NULL,NULL,1800,1800,3000,66.66667,N,N,0,0,0,3,1,N,0,,0,0,0,0,0,0
'8888166606166,'8888166606166,SUPERCO 138G,NULL,NULL,7500,7500,10000,33.33333,N,N,0,0,0,6,5,N,0,,0,0,0,0,0,0
'8991002105676,'8991002105676,KOPI KAPAL API KOPI SUSU,NULL,NULL,1230,1230,2000,62.60163,N,N,0,0,0,10,11,N,0,,0,0,0,0,0,0
'8850389108314,'8850389108314,MOGU MOGU GRAPE,NULL,NULL,9000,9000,11000,22.22222,N,N,0,0,0,7,18,N,0,,0,0,0,0,0,0
'8997021870151,'8997021870151,FRESHCARE STRONG,NULL,NULL,15000,15000,18000,20,N,N,0,0,0,4,3,N,0,,0,0,0,0,0,0
'8997021870014,'8997021870014,FRESHCARE CITRUS,NULL,NULL,15000,15000,18000,20,N,N,0,0,0,4,1,N,0,,0,0,0,0,0,0
'8996001600696,'8996001600696,TUJUH KURMA 189ML,NULL,NULL,8750,8750,11000,25.71429,N,N,0,0,0,12,3,N,0,,0,0,0,0,0,0
'8995899250150,'8995899250150,BON CABE ORIGINAL LV30,NULL,NULL,1200,1200,2000,66.66667,N,N,0,0,0,10,7,N,0,,0,0,0,0,0,0
'8992756333445,'8992756333445,BEER ANKER 620ML,NULL,NULL,35000,38500,38000,8.57143,N,N,0,0,0,18,34,N,0,,0,0,0,0,0,0
'8996006858245,'8996006858245,TEBS MIX FRUIT 300ML,NULL,NULL,4000,4000,5000,25,N,N,0,0,0,84,107,N,0,,0,0,0,0,0,0
'8995029004035,'8995029004035,WAFER ROLL'S 12G,NULL,NULL,450,450,1000,122.22222,N,N,0,0,0,20,0,N,0,,0,0,0,0,0,0
'7622201402709,'7622201402709,OREO WAFER 140 G,MKN,NULL,7500,7500,10000,33.33333,N,N,0,0,5,0,4,N,0,,0,0,0,0,0,0
'8998866201636,'8998866201636,POTABE MELTED STEAK,MKN,NULL,8000,8000,10000,25,N,N,0,0,5,0,5,N,0,,0,0,0,0,0,0
'8993189230059,'8993189230059,CHARM SAFE NIGHT 5 PADS,NULL,NULL,5000,5000,7000,40,N,N,0,0,0,6,6,N,0,,0,0,0,0,0,0
'8996001321515,'8996001321515,KIS MINT CHERRY 125G,NULL,NULL,6000,6000,9000,50,N,N,0,0,0,2,0,N,0,,0,0,0,0,0,0
